"Entity","Code","Year","hdi","gdp","population_historical","owid_region","dev_status","hdi_band","gdp_band"
"Burundi","BDI",1994,0.298,1305.452,5713811,"Africa","Developing","Low","Lower-middle"
"Burundi","BDI",1995,0.294,1132.2188,6066272,"Africa","Developing","Low","Lower-middle"
"Burundi","BDI",1996,0.292,1040.9224,6070462,"Africa","Developing","Low","Low-income"
"Burundi","BDI",1997,0.297,1024.45,6069992,"Africa","Developing","Low","Low-income"
"Burundi","BDI",1998,0.303,1052.807,6187073,"Africa","Developing","Low","Low-income"
"Burundi","BDI",1999,0.306,1017.4978,6337100,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2000,0.308,988.03687,6470151,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2001,0.311,983.39685,6634321,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2002,0.324,998.5613,6824086,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2003,0.332,955.6692,7043104,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2004,0.344,965.2041,7310604,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2005,0.352,938.3816,7587267,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2006,0.376,954.19086,7865501,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2007,0.389,951.2901,8161832,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2008,0.401,957.22266,8505591,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2009,0.409,944.62994,8947608,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2010,0.416,947.6214,9376393,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2011,0.42,951.1885,9717923,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2012,0.425,958.6574,10070981,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2013,0.428,970.37537,10439290,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2014,0.431,977.76587,10799746,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2015,0.432,918.5572,11047534,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2016,0.436,897.45905,11239416,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2017,0.434,880.99347,11506721,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2018,0.434,868.5555,11859386,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2019,0.435,855.7327,12255290,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2020,0.435,833.9202,12616994,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2021,0.435,836.6656,12965439,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2022,0.437,829.38715,13321056,"Africa","Developing","Low","Low-income"
"Burundi","BDI",2023,0.439,828.8611,13689406,"Africa","Developing","Low","Low-income"
"Cambodia","KHM",1990,0.387,2646.098,7374704,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1991,0.392,2731.3796,7686811,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1992,0.396,2769.4883,8113030,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1993,0.399,2714.5916,8616342,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1994,0.4,1650.391,9239109,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1995,0.404,1672.7393,10018456,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1996,0.408,1643.0157,10801215,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1997,0.414,1595.1713,11570940,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1998,0.419,1602.3837,12058131,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",1999,0.429,1775.4124,12265683,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2000,0.438,1922.0317,12462304,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2001,0.453,2032.0809,12658434,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2002,0.473,2126.3416,12855203,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2003,0.488,2309.8394,13050916,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2004,0.502,2491.3093,13244689,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2005,0.514,2781.8904,13439152,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2006,0.525,3041.1047,13638973,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2007,0.534,3308.1575,13841733,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2008,0.539,3501.9258,14053432,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2009,0.539,3587.609,14276762,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2010,0.543,3711.5376,14500683,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2011,0.547,3921.979,14722537,"Asia","Developing","Low","Lower-middle"
"Cambodia","KHM",2012,0.551,4159.1636,14945041,"Asia","Developing","Medium","Lower-middle"
"Cambodia","KHM",2013,0.554,4419.399,15170170,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2014,0.557,4702.7305,15396720,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2015,0.562,4968.5728,15623205,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2016,0.57,5283.7295,15852754,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2017,0.578,5632.0312,16073324,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2018,0.586,6050.591,16274473,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2019,0.593,6448.885,16481244,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2020,0.595,6128.782,16725440,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2021,0.594,6225.5327,16974258,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2022,0.602,6456.7383,17201662,"Asia","Developing","Medium","Upper-middle"
"Cambodia","KHM",2023,0.606,6690.5894,17423835,"Asia","Developing","Medium","Upper-middle"
"Cameroon","CMR",1990,0.448,4517.6187,11331770,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",1991,0.445,4220.653,11667134,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1992,0.442,3974.2776,12006318,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1993,0.436,3556.3186,12353076,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1994,0.434,3522.7488,12704854,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1995,0.433,3526.5437,13058470,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1996,0.432,3577.592,13414719,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1997,0.432,3641.7075,13775169,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1998,0.433,3714.132,14144808,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",1999,0.434,3780.0623,14525091,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2000,0.439,3822.9443,14912588,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2001,0.458,3884.873,15309439,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2002,0.458,3951.4194,15725487,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2003,0.465,4054.7812,16160301,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2004,0.47,4222.9663,16610427,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2005,0.472,4199.7227,17074551,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2006,0.473,4241.5176,17550365,"Africa","Developing","Low","Lower-middle"
"Cameroon","CMR",2007,0.485,4302.619,18049854,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2008,0.501,4300.2666,18574008,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2009,0.516,4286.577,19113922,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2010,0.529,4286.583,19668016,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2011,0.538,4307.852,20232269,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2012,0.549,4382.1113,20809477,"Africa","Developing","Low","Upper-middle"
"Cameroon","CMR",2013,0.558,4473.5723,21402330,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2014,0.566,4588.4863,22059848,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2015,0.575,4698.667,22763375,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2016,0.579,4767.132,23454117,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2017,0.581,4797.9756,24128563,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2018,0.582,4851.48,24806341,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2019,0.582,4882.3555,25506047,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2020,0.579,4763.482,26210514,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2021,0.574,4793.556,26915707,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2022,0.581,4843.6504,27632723,"Africa","Developing","Medium","Upper-middle"
"Cameroon","CMR",2023,0.588,4870.571,28372638,"Africa","Developing","Medium","Upper-middle"
"Canada","CAN",1990,0.865,39863.066,27789386,"North America","Developed","Very High","High-income"
"Canada","CAN",1991,0.868,38547.465,28157104,"North America","Developed","Very High","High-income"
"Canada","CAN",1992,0.873,38433.09,28500013,"North America","Developed","Very High","High-income"
"Canada","CAN",1993,0.871,39023.324,28830582,"North America","Developed","Very High","High-income"
"Canada","CAN",1994,0.877,40332.875,29147326,"North America","Developed","Very High","High-income"
"Canada","CAN",1995,0.881,40988.4,29459088,"North America","Developed","Very High","High-income"
"Canada","CAN",1996,0.884,41247.254,29767159,"North America","Developed","Very High","High-income"
"Canada","CAN",1997,0.884,42587.367,30059030,"North America","Developed","Very High","High-income"
"Canada","CAN",1998,0.883,43879.566,30329929,"North America","Developed","Very High","High-income"
"Canada","CAN",1999,0.888,45761.93,30599404,"North America","Developed","Very High","High-income"
"Canada","CAN",2000,0.894,47667.434,30891756,"North America","Developed","Very High","High-income"
"Canada","CAN",2001,0.897,48036.625,31213533,"North America","Developed","Very High","High-income"
"Canada","CAN",2002,0.899,48943.543,31535531,"North America","Developed","Very High","High-income"
"Canada","CAN",2003,0.902,49381.594,31836434,"North America","Developed","Very High","High-income"
"Canada","CAN",2004,0.906,50436.293,32132620,"North America","Developed","Very High","High-income"
"Canada","CAN",2005,0.909,51564.844,32440126,"North America","Developed","Very High","High-income"
"Canada","CAN",2006,0.913,52391.38,32759122,"North America","Developed","Very High","High-income"
"Canada","CAN",2007,0.914,52948.9,33092121,"North America","Developed","Very High","High-income"
"Canada","CAN",2008,0.916,52899.477,33449040,"North America","Developed","Very High","High-income"
"Canada","CAN",2009,0.915,50772.87,33826322,"North America","Developed","Very High","High-income"
"Canada","CAN",2010,0.918,51763.676,34196847,"North America","Developed","Very High","High-income"
"Canada","CAN",2011,0.921,52869.387,34555403,"North America","Developed","Very High","High-income"
"Canada","CAN",2012,0.927,53217.715,34922466,"North America","Developed","Very High","High-income"
"Canada","CAN",2013,0.93,53884.844,35293366,"North America","Developed","Very High","High-income"
"Canada","CAN",2014,0.932,54880.86,35634224,"North America","Developed","Very High","High-income"
"Canada","CAN",2015,0.932,54819.188,35962183,"North America","Developed","Very High","High-income"
"Canada","CAN",2016,0.933,54765.305,36353292,"North America","Developed","Very High","High-income"
"Canada","CAN",2017,0.935,55756.26,36808448,"North America","Developed","Very High","High-income"
"Canada","CAN",2018,0.935,56470.46,37294942,"North America","Developed","Very High","High-income"
"Canada","CAN",2019,0.937,56713.09,37782884,"North America","Developed","Very High","High-income"
"Canada","CAN",2020,0.931,53274.91,38171851,"North America","Developed","Very High","High-income"
"Canada","CAN",2021,0.937,55781.7,38454011,"North America","Developed","Very High","High-income"
"Canada","CAN",2022,0.935,56872.605,38821209,"North America","Developed","Very High","High-income"
"Canada","CAN",2023,0.939,55918.93,39299053,"North America","Developed","Very High","High-income"
"Cape Verde","CPV",2000,0.585,4510.1357,453286,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2001,0.591,4540.907,460258,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2002,0.6,4710.241,467011,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2003,0.606,4841.2656,473337,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2004,0.61,5268.303,479332,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2005,0.616,5565.7695,485079,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2006,0.631,5941.3823,490681,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2007,0.636,6767.4067,496149,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2008,0.643,7169.1396,501314,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2009,0.644,6994.574,506094,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2010,0.648,7072.1216,509751,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2011,0.654,7325.784,511404,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2012,0.655,7397.8223,511919,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2013,0.66,7440.6626,512183,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2014,0.659,7491.022,512281,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2015,0.658,7560.1367,512355,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2016,0.661,7881.303,512509,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2017,0.663,8234.56,512848,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2018,0.663,8531.13,513363,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2019,0.667,9111.63,514068,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2020,0.647,7207.8687,514632,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2021,0.651,7685.4194,516610,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2022,0.664,8850.106,519694,"Africa","Developing","Medium","Upper-middle"
"Cape Verde","CPV",2023,0.668,9288.402,522290,"Africa","Developing","Medium","Upper-middle"
"Central African Republic","CAF",1990,0.342,1481.2526,2871873,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1991,0.336,1427.6902,2963149,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1992,0.321,1294.2025,3058793,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1993,0.321,1257.8284,3157792,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1994,0.323,1278.915,3257896,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1995,0.326,1334.1033,3348007,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1996,0.323,1247.9688,3435931,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1997,0.325,1278.4883,3531649,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1998,0.328,1302.7515,3628796,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",1999,0.332,1313.2357,3729400,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2000,0.333,1245.814,3833380,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2001,0.335,1272.857,3919444,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2002,0.337,1290.3832,4006035,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2003,0.338,1191.8732,4103038,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2004,0.342,1236.2854,4192786,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2005,0.346,1219.594,4288762,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2006,0.35,1251.8708,4377527,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2007,0.356,1284.5529,4462730,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2008,0.362,1283.2728,4558941,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2010,0.358,1479.4137,4492954,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2011,0.377,1517.1484,4564986,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2012,0.385,1577.9806,4610805,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2013,0.359,996.89636,4642385,"Africa","Developing","Low","Low-income"
"Central African Republic","CAF",2014,0.319,1001.85596,4623146,"Africa","Developing","Low","Low-income"
"Central African Republic","CAF",2015,0.377,1043.9218,4629279,"Africa","Developing","Low","Low-income"
"Central African Republic","CAF",2016,0.376,1073.9448,4713609,"Africa","Developing","Low","Low-income"
"Central African Republic","CAF",2017,0.356,1103.8661,4793464,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2018,0.391,1125.7009,4878612,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2019,0.279,1145.0956,4944659,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2020,0.386,1136.5706,5026583,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2021,0.339,1128.5524,5112047,"Africa","Developing","Low","Lower-middle"
"Central African Republic","CAF",2023,0.414,1135.1362,5152373,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2000,0.303,1089.9031,8512037,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2001,0.313,1176.5989,8804068,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2002,0.32,1232.8087,9116146,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2003,0.32,1358.9001,9487772,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2004,0.338,1736.7738,9919974,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2005,0.339,1957.2886,10328047,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2006,0.339,1900.364,10706385,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2007,0.35,1896.081,11081609,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2008,0.354,1886.7716,11476247,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2009,0.369,1897.3331,11893711,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2010,0.375,2081.1394,12312535,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2011,0.384,2010.6174,12754948,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2012,0.391,2113.6475,13210954,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2013,0.396,2155.7854,13691034,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2014,0.401,2223.7139,14188639,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2015,0.396,2213.6567,14647574,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2016,0.396,2011.059,15114606,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2017,0.397,1887.5029,15622715,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2018,0.402,1868.4741,16156480,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2019,0.406,1868.0195,16685179,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2020,0.408,1780.563,17224636,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2021,0.408,1700.167,17828225,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2022,0.414,1688.4602,18455270,"Africa","Developing","Low","Lower-middle"
"Chad","TCD",2023,0.416,1679.4615,19319025,"Africa","Developing","Low","Lower-middle"
"Chile","CHL",1990,0.718,11064.255,13437138,"South America","Developing","High","Upper-middle"
"Chile","CHL",1991,0.723,11731.046,13662434,"South America","Developing","High","Upper-middle"
"Chile","CHL",1992,0.73,12832.425,13884526,"South America","Developing","High","Upper-middle"
"Chile","CHL",1993,0.725,13466.777,14102219,"South America","Developing","High","High-income"
"Chile","CHL",1994,0.73,13932.774,14316210,"South America","Developing","High","High-income"
"Chile","CHL",1995,0.739,14956.858,14527329,"South America","Developing","High","High-income"
"Chile","CHL",1996,0.745,15750.299,14734005,"South America","Developing","High","High-income"
"Chile","CHL",1997,0.752,16689.799,14932385,"South America","Developing","High","High-income"
"Chile","CHL",1998,0.759,17163.031,15127752,"South America","Developing","High","High-income"
"Chile","CHL",1999,0.766,16902.092,15319256,"South America","Developing","High","High-income"
"Chile","CHL",2000,0.771,17531.46,15503580,"South America","Developing","High","High-income"
"Chile","CHL",2001,0.778,17876.613,15683809,"South America","Developing","High","High-income"
"Chile","CHL",2002,0.784,18246.645,15857882,"South America","Developing","High","High-income"
"Chile","CHL",2003,0.789,18909.547,16024700,"South America","Developing","High","High-income"
"Chile","CHL",2004,0.797,19969.033,16187270,"South America","Developing","High","High-income"
"Chile","CHL",2005,0.804,20925.916,16348730,"South America","Developed","Very High","High-income"
"Chile","CHL",2006,0.804,21976.297,16509144,"South America","Developed","Very High","High-income"
"Chile","CHL",2007,0.812,22886.965,16671520,"South America","Developed","Very High","High-income"
"Chile","CHL",2008,0.82,23518.086,16838934,"South America","Developed","Very High","High-income"
"Chile","CHL",2009,0.819,23021.709,17009684,"South America","Developed","Very High","High-income"
"Chile","CHL",2010,0.823,24125.287,17181416,"South America","Developed","Very High","High-income"
"Chile","CHL",2011,0.823,25375.229,17351762,"South America","Developed","Very High","High-income"
"Chile","CHL",2012,0.832,26679.916,17519067,"South America","Developed","Very High","High-income"
"Chile","CHL",2013,0.845,27300.996,17686958,"South America","Developed","Very High","High-income"
"Chile","CHL",2014,0.849,27514.764,17864143,"South America","Developed","Very High","High-income"
"Chile","CHL",2015,0.855,27821.197,18047575,"South America","Developed","Very High","High-income"
"Chile","CHL",2016,0.859,27968.604,18267176,"South America","Developed","Very High","High-income"
"Chile","CHL",2017,0.862,27902.846,18558817,"South America","Developed","Very High","High-income"
"Chile","CHL",2018,0.866,28502.725,18893141,"South America","Developed","Very High","High-income"
"Chile","CHL",2019,0.867,28228.5,19197702,"South America","Developed","Very High","High-income"
"Chile","CHL",2020,0.856,26257.832,19370563,"South America","Developed","Very High","High-income"
"Chile","CHL",2021,0.865,29105.102,19456275,"South America","Developed","Very High","High-income"
"Chile","CHL",2022,0.869,29557.393,19552984,"South America","Developed","Very High","High-income"
"Chile","CHL",2023,0.878,29462.64,19658791,"South America","Developed","Very High","High-income"
"China","CHN",1990,0.491,1645.579,1153582668,"Asia","Developing","Low","Lower-middle"
"China","CHN",1991,0.499,1773.6394,1170788481,"Asia","Developing","Low","Lower-middle"
"China","CHN",1992,0.511,2001.2543,1184574195,"Asia","Developing","Low","Lower-middle"
"China","CHN",1993,0.522,2253.052,1197308522,"Asia","Developing","Low","Lower-middle"
"China","CHN",1994,0.532,2518.1548,1209003049,"Asia","Developing","Low","Lower-middle"
"China","CHN",1995,0.543,2763.7998,1220133877,"Asia","Developing","Low","Lower-middle"
"China","CHN",1996,0.555,3006.3628,1230944759,"Asia","Developing","Medium","Lower-middle"
"China","CHN",1997,0.566,3250.6145,1241139564,"Asia","Developing","Medium","Lower-middle"
"China","CHN",1998,0.576,3472.1785,1250847078,"Asia","Developing","Medium","Lower-middle"
"China","CHN",1999,0.587,3705.9773,1260176600,"Asia","Developing","Medium","Lower-middle"
"China","CHN",2000,0.598,3989.062,1269581120,"Asia","Developing","Medium","Lower-middle"
"China","CHN",2001,0.608,4290.3022,1278725010,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2002,0.619,4650.897,1286866794,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2003,0.63,5085.978,1294517277,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2004,0.642,5567.1904,1302100264,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2005,0.654,6165.1836,1310027084,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2006,0.666,6910.758,1318053984,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2007,0.68,7853.096,1325813524,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2008,0.689,8566.965,1333820960,"Asia","Developing","Medium","Upper-middle"
"China","CHN",2009,0.7,9325.65,1342522666,"Asia","Developing","High","Upper-middle"
"China","CHN",2010,0.71,10267.806,1351561462,"Asia","Developing","High","Upper-middle"
"China","CHN",2011,0.717,11187.166,1360250601,"Asia","Developing","High","Upper-middle"
"China","CHN",2012,0.725,11985.317,1369520822,"Asia","Developing","High","Upper-middle"
"China","CHN",2013,0.733,12830.37,1379007984,"Asia","Developing","High","Upper-middle"
"China","CHN",2014,0.742,13696.518,1387951920,"Asia","Developing","High","High-income"
"China","CHN",2015,0.75,14575.935,1396134112,"Asia","Developing","High","High-income"
"China","CHN",2016,0.758,15485.213,1404052581,"Asia","Developing","High","High-income"
"China","CHN",2017,0.765,16461.07,1412354694,"Asia","Developing","High","High-income"
"China","CHN",2018,0.774,17490.166,1419008910,"Asia","Developing","High","High-income"
"China","CHN",2019,0.781,18465.299,1423520298,"Asia","Developing","High","High-income"
"China","CHN",2020,0.786,18833.785,1426106040,"Asia","Developing","High","High-income"
"China","CHN",2021,0.794,20406.73,1426437224,"Asia","Developing","High","High-income"
"China","CHN",2022,0.796,21011.617,1425179509,"Asia","Developing","High","High-income"
"China","CHN",2023,0.797,22137.6,1422584878,"Asia","Developing","High","High-income"
"Colombia","COL",1990,0.623,10181.133,32440020,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1991,0.63,10178.37,33098327,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1992,0.639,10382.358,33760526,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1993,0.645,10725.18,34441431,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1994,0.65,11127.203,35127363,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1995,0.655,11484.666,35804622,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1996,0.663,11509.236,36462687,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1997,0.67,11692.899,37121106,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1998,0.676,11550.729,37792117,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",1999,0.673,10874.447,38454817,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2000,0.679,11010.671,39089879,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2001,0.681,11020.81,39709209,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2002,0.684,11124.361,40324632,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2003,0.691,11387.211,40937378,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2004,0.699,11819.602,41543134,"South America","Developing","Medium","Upper-middle"
"Colombia","COL",2005,0.711,12218.054,42128928,"South America","Developing","High","Upper-middle"
"Colombia","COL",2006,0.712,12867.045,42691022,"South America","Developing","High","Upper-middle"
"Colombia","COL",2007,0.724,13561.154,43235327,"South America","Developing","High","High-income"
"Colombia","COL",2008,0.731,13838.885,43758748,"South America","Developing","High","High-income"
"Colombia","COL",2009,0.736,13834.497,44271496,"South America","Developing","High","High-income"
"Colombia","COL",2010,0.741,14293.021,44777278,"South America","Developing","High","High-income"
"Colombia","COL",2011,0.747,15123.193,45259560,"South America","Developing","High","High-income"
"Colombia","COL",2012,0.748,15558.091,45715766,"South America","Developing","High","High-income"
"Colombia","COL",2013,0.76,16202.396,46151536,"South America","Developing","High","High-income"
"Colombia","COL",2014,0.763,16780.871,46565374,"South America","Developing","High","High-income"
"Colombia","COL",2015,0.767,17128.107,46969894,"South America","Developing","High","High-income"
"Colombia","COL",2016,0.772,17313.287,47437468,"South America","Developing","High","High-income"
"Colombia","COL",2017,0.774,17295.764,48131023,"South America","Developing","High","High-income"
